棋戦,期,年度,優勝者,勝,敗,相手
九段戦,12,1961,大山康晴,4,2,二上達也
九段戦,11,1960,大山康晴,4,0,松田茂役
九段戦,10,1959,大山康晴,4,3,二上達也
九段戦,9,1958,大山康晴,4,2,升田幸三
九段戦,8,1957,升田幸三,4,2,大山康晴
九段戦,7,1956,升田幸三,4,1,塚田正夫
九段戦,6,1955,塚田正夫,3,2,花村元司
九段戦,5,1954,塚田正夫,3,0,松田茂役
九段戦,4,1953,塚田正夫,3,0,花村元司
九段戦,3,1952,塚田正夫,3,2,大山康晴
九段戦,2,1951,大山康晴,3,0,南口繁一
九段戦,1,1950,大山康晴,2,0,板谷四郎
